,asin,title,description,category,topic_name,topic_rank,bubble_color,bubble_size,clean_link
6581,B0002IPJ2E,"Sandia Pet Products 3/8"" REGULAR Burgundy Ferret Harness with Bell - Adjustable","Top quality, adjustable nylon ferret harness with bell,,",rabbits and rodents,rabbits and rodents_4,39,0.79025,2.0,79
6583,B0002IPJ2O,"Sandia Pet Products 3/8"" REGULAR Neon Pink Ferret Harness with Bell - Adjustable","Top quality, adjustable nylon ferret harness with bell,,",rabbits and rodents,rabbits and rodents_4,68,0.5897071428571429,14.0,80
6584,B0002IPJ4W,Sandia Pet Products 3/8' REGULAR Hunter Green Ferret Harness with Bell - Adjustable,"Top quality, adjustable nylon ferret harness with bell,,",rabbits and rodents,rabbits and rodents_1,6,0.96235,2.0,83
6587,B0002IPJ60,"Sandia Pet Products 3/8"" REGULAR Yellow Gold Ferret Harness with Bell - Adjustable","Top quality, adjustable nylon ferret harness with bell,,",rabbits and rodents,rabbits and rodents_4,30,0.9113,2.0,82
6607,B0002JEGT0,"Perfect-A-Strip Incandescent Light, Black, 12 1/2""",",No aquarium is complete without lighting.,Size2-1/2 GALL,Color <br> BLACK,BCI - 493175,,,",fish,fish_5,73,0.7628428571428572,7.0,50
6610,B0002JEGSG,CPR CS90 Overflow Box,"Feature(s): For glass or acrylic aquariums up to 125 gal. Flow <br> rate 600 GPH. 8"" wide 1"" bulkhead out...",rabbits and rodents,rabbits and rodents_4,59,0.6024076923076923,13.0,21
6612,B0002JEJPQ,"Equilibrium, 4 kg / 8.8 lbs",Equilibrium? is specifically designed to establish the ideal <br> mineral content for the planted aquariu...,other,other_6,18,0.5094000000000001,4.0,27
6613,B0002JEKAA,EHEIM Carbon Filter Pad for Classic External Filter 2217 (3 Pieces),EHEIM Carbon filter pad for the Classic canister comes in sets <br> of 3. The carbon pads are excellent f...,fish,fish_5,33,0.4750363636363637,22.0,67
6618,B0002JEKFK,"Eheim Install Set 1, 0.5 inch (Suction)","With Eheim Install Sets 1 and 2, all external filter makes with <br> hose diameters of 0.50""/0.65"" can be...",other,other_2,38,0.73265,2.0,39
6627,B0002JEL04,Eheim Substrat Pro Biological Filter Media (Sintered Pearl-Shaped Glass) 450ml,EHEIM Substrat Pro Biological filter media is specially shaped <br> to create a better water throughflow ...,cat,cat_6,26,0.54215,8.0,78
6630,B0002JEH5S,Perfecto Manufacturing 36 Inches x 18 Inches Undergravel Filter (50/65gal),"36"" x 18"" inches Undergravel FilterUndergravel filters are <br> manufactured with a unique design that al...",fish,fish_6,58,0.61505,2.0,74
6631,B0002JEHLW,"Two Little Fishies Kalkwasser Calcium Supplement for Aquarium, 2kg",Julian Sprung's Reef Formula. Calcium Supplement Mix. For <br> replenishing calcium and maintaining alkal...,other,other_4,5,0.7107666666666668,6.0,66
6634,B0002JEKIM,"Fluval Magnetic Impeller w/Straight Fan Blades, 104, 105, 204, 205",The Fluval Magnetic Impeller is a replacement part for the <br> Fluval 104/105 and 204/205 Series. This p...,rabbits and rodents,rabbits and rodents_3,49,0.4249842105263158,19.0,66
6638,B0002JEI8Y,"Tanganyika Buffer, 4 kg / 8.8 lbs",Sachem's Tanganyika Buffer is a blend of carbonate salts <br> designed to enhance the natural environment...,fish,fish_5,4,0.42758,5.0,33
6642,B0002JEKB4,"Hikari 4.4-Pound Staple Floating Pellets for Koi and Pond Fish, Medium","Hikari Staple is an economical, daily diet for koi as well as <br> other pond fishes. It contains all the...",fish,fish_3,46,0.5071392156862746,51.0,70
6645,B0002JEH7G,Undergravel Filter - 120 or 150XH Gallon - 48 in. x 24 in.,"48"" x 24"" Undergravel FilterUndergravel filters are manufactured <br> with a unique design that allows un...",fish,fish_3,9,0.9121,2.0,58
6647,B0002JEMJY,"Two Little Fishies ATLSVPSB Sea Veg-Purple Seaweed Bulk, 100 Sheets","Super nutritious natural Purple Seaweed. Ideal for marine <br> herbivores such as Tangs and Surgeonfish, ...",fish,fish_3,57,0.5556833333333333,18.0,67
6651,B0002JEKE6,EHEIM Fine Filter Pad (White) for Classic External Filter 2215 (3 Pieces),"EHEIM Classic canisters come with a wide variety of filtration <br> options.,,",rabbits and rodents,rabbits and rodents_3,58,0.4947962962962962,27.0,73
6714,B0002MKC4A,FAT MICE ASSORTED,"What a deal, what a deal! This toy, made with only the finest <br> materials, contains our famous ZOOM AR...",cat,cat_5,33,0.91185,2.0,17
6720,B0002ML1IG,"Solid Gold 937243 24-Pack Blended Tuna Canned Food For Cats, 6-Ounce",A blend of red and white tuna chunks in gravy in an easy open <br> can.,cat,cat_6,19,0.7043923076923077,13.0,68
6735,B0002ML8CA,Newman's Own Organics Adult Dry Dog Food,"For the past 20 years, Newman&#39; s Own Organics has been <br> offering Great Tasting Products That Happ...",dog,dog_3,47,0.748325,4.0,40
6737,B0002MKC7W,"Fat Cat Kitty Hoots Big Mama's Scratch-O-Rama Scratchy Mat, Colors Vary",Big Mama's Scratch-O'-Rama will make all of your cat's <br> scratching dreams come true. This natural sis...,cat,cat_6,35,0.6065945945945945,37.0,71
6756,B0002MKZVU,"FiberCore Eco Pet Bedding, 1.5 lb, Brown","Fibercore Eco Pet Bedding, 1.5 lb, Brown,,",rabbits and rodents,rabbits and rodents_4,44,0.58234,10.0,40
6779,B0002OST2U,"INCO NCO Bark Collar [2019 Upgraded] No Prongs, No Shock &amp; No Harm - Only Sound &amp; Vibration ...",",Is your dog super noisy and barks all the time on every sound? <br> But you love your dog and would neve...",dog,dog_3,56,0.8450333333333333,3.0,188
6789,B0002PS5YG,FeatherBrite &quot;Silver Star Dust&quot; Capitol Universal Light,"This is a unique way to provide your birds with healthy, <br> full-spectrum light. This patented light de...",bird,bird_0,8,0.7243363636363637,11.0,65
6791,B0002PXN5C,"Charming Sweet Talking Rose Toy, Large",Plush Talking Rose Toy,dog,dog_3,71,0.8323666666666667,3.0,38
6793,B0002PXT7Y,"Charming Pet Halloween Corduroy Zonkers Pet Squeak Toy, Dog",These soft and sturdy Halloween characters are made from a <br> durable corduroy and lined with Denier La...,other,other_5,54,0.3712,2.0,59
6794,B0002PXTXI,"Holiday Party Collar Xmas Red Green Stars Medium (12"")",Holiday Party Collar Xmas Red Green Stars will outfit your <br> canine in a festive spirit for every holi...,other,other_4,50,0.4465,2.0,54
6826,B0002PY2QG,"Charming Party Collar, Rainbow Rhinestone, X-Large",Your pet will be dressed to the nines for any special occasion <br> in this Chiffon Ribbon Party Collar,other,other_5,72,0.65785,2.0,50
6833,B0002PXU0U,"Charming Pet Heads Pet Squeak Toy, Pig",Wow! Huge squeakers AND a tennis ball in the head AND the <br> thickest pile corduroy available - jackpot...,dog,dog_3,11,0.5476375,8.0,38
6889,B0002QIE28,Large Padded Cat Window Perch : Color NATURAL : Size LARGE PERCH,Provide your kitty a comfortable lounging spot where he can <br> enjoy the beautiful outdoors. Our Sm...,cat,cat_1,56,0.7997631578947368,19.0,64
6892,B0002QIIJC,Sweet Harvest Vitamin Enriched Finch Food 2 LB,"Best and cleanest vitamin enriched bird food for all Finches. <br> Sweet Harvest, a Kaylor of Colorado pr...",other,other_4,12,0.682025,4.0,46
6900,B0002QQN4O,HBH Hermit Crab Var Bites 2.25oz,Staple diet for land hermit crabs&#046; Made with a variety of <br> foods including coconut&#046; Assists...,cat,cat_6,13,0.52368,35.0,32
6907,B0002QW4JM,"Kaytee Critter Canteen, 16 oz",Critter Canteen provides fresh clean water anytime. Featuring a <br> spring loaded ball bearing sipper tu...,rabbits and rodents,rabbits and rodents_6,38,0.1665148148148147,27.0,29
6908,B0002QW3YI,Penn Plax Large Plastic Castle for Small Animals,Castle Hide-Away is perfect for hamster or guinea pig or other <br> small rodent. Made of durable plastic...,rabbits and rodents,rabbits and rodents_3,23,0.7741263157894737,38.0,48
6935,B0002RJM7I,"Safari Pet Products Safari Flea Comb for Cats, Flea and Tick Prevention for Cats, Cat Flea ...","Pet Products SAFARI Flea Comb for Cats, Flea and Tick Prevention <br> for Cats, Cat Flea Treatment, Flea ...",cat,cat_3,25,0.4583254934210528,608.0,117
6944,B0002RJM0A,Coastal Pet Safari Firm Curved Slicker Grooming Brush for Large Dogs,"The Curved Slicker brush is excellent for general grooming of <br> small to medium dog breeds. Firm, stai...",other,other_4,60,0.6476999999999999,2.0,68
7050,B0002TR7FU,Norwegian Ocean Kelp Seaweed Supplement for Dogs and Cats. Organic Vegetarian Blend - 1 Pound,"Kelp products are manufactured from high quality Norwegian Kelp. <br> Norwegian Kelp helps reduce stress,...",dog,dog_1,6,0.7218583333333332,12.0,93
7054,B0002TR5DO,Cholodin Tablets - 50 ct,A special dietary supplement used to support liver metabolism <br> and modify certain neurological and be...,dog,dog_6,27,0.4883888888888889,9.0,24
7056,B0002TR6M4,SU-PER Glucosamine Joint Support - 2.5 lb,Allows the body to facilitate the manufacture of collagen and <br> proteoglycans necessary for the articu...,rabbits and rodents,rabbits and rodents_5,31,0.5589999999999999,4.0,41
7072,B0002UHWU4,Sandia Pet Products Justice Pattern Large Dog Collar,Justice pattern dog collar,dog,dog_5,51,0.915025,4.0,52
7075,B0002UOJ0K,PSI Pet Supply Imports Collar,Pet Supply Imports provides quality collars and pet products at <br> amazing quality and price. Made in t...,cat,cat_6,78,0.59915,6.0,29
7077,B0002URAGA,"Precise 726019 Canine Foundation Dry Food For Pets, 40-Pound","Precise Chicken Meal &amp; Rice Foundation Formula, our best <br> selling pet Food, is a wholesome, natur...",dog,dog_4,14,0.7839833333333334,6.0,60
7083,B0002V0E1C,"Veterinary Products Laboratories Duralactin Feline Nutritional Aid, 200mg",Duralactin Feline is intended to be used as a nutritional aid <br> for the management of chronic inflamma...,cat,cat_3,59,0.4105717948717949,39.0,73
7112,B0002VXEBY,Crittertrail Mini One,Completely Connectable. The four add-on accessory locations <br> provide for the addition of exciting com...,rabbits and rodents,rabbits and rodents_2,15,0.0243499999999999,2.0,21
7119,B0002VXLP8,"Lixit Nibble Food Bowl, Large",The Lixit Nibble Bowl Large is designed with a slightly lower <br> front and raised back to allow easy ac...,rabbits and rodents,rabbits and rodents_5,19,0.4394615384615385,13.0,29
7121,B0002VXEBO,S.A.M. Jackeroo Home,19L x 8W x 20H including the tower. Water bottle and feeding <br> areas integrated into unit. Pastic hous...,rabbits and rodents,rabbits and rodents_4,27,0.9612,2.0,20
7133,B0002WPTKC,3V Caps for Cats &amp; Small Dogs (60 capsules),nan,other,other_3,54,0.208,2.0,47
7160,B0002X8HQO,"Pet Authority Digestive Supplement for Cats &amp; Kittens, Cranberry &amp; Papaya, 16 fl.oz.",nan,cat,cat_6,17,0.4725928571428572,14.0,92
7168,B0002X8H3M,"Synovi-MSM Granules, 720 Gram Container",nan,dog,dog_1,68,0.8434200000000001,5.0,39
7174,B0002X8H7I,"Vetri-Science Laboratories Multi Source Glucosamine Capsules for Dogs, 120 Count","Multi-source glucosamine contains the three forms of <br> glucosamine: d-glucosamine hcl, n-acetyl glucos...",dog,dog_1,57,0.69835,6.0,80
7177,B0002XAEL0,Nutrimalt Skin &amp; Coat Supplement for Cats - 2 oz,nan,cat,cat_4,2,0.4915,7.0,52
7196,B0002XI5ZM,Marshall's Ferret Odor Remover - 8 oz,"Great for use on ferrets, accidents, cages, litter <br> pans...anywhere there's a ferret related odor. Co...",rabbits and rodents,rabbits and rodents_5,61,0.701,3.0,37
7198,B0002XI7I2,Ken'l-Lan 128 - 8 ounce,nan,rabbits and rodents,rabbits and rodents_5,73,-0.2385,2.0,23
7205,B0002XI6X8,Adams Plus Flea Tick Mist for Cats and Dogs (16 oz),"Pyrethins quickly kill fleas, ticks and lice May be used on <br> puppies, kittens, dogs and cats Two syne...",dog,dog_4,67,-0.3067333333333333,3.0,51
7243,B0002XJ29U,Citrus II Blend Pure Citrus Air Fragrance - 7 oz,"Citrus II Odor Eliminator Air Fragrance can transform a room, or <br> an entire building, into a healthy,...",other,other_3,80,0.88105,4.0,48
7249,B0002XJ178,Fort Dodge Nolvasan Solution Chlorhexidine Diacetate Disinfectant - Gallon,For premises only. Disinfectant widely used by veterinarians. <br> Will kill distemper virus and other vi...,rabbits and rodents,rabbits and rodents_3,33,0.36535,10.0,74
7266,B0002XUI1G,"ETHICAL PRODUCTS 773840 Gilded Paw Dish for Cats, 5-Inch, Orange","This product has a great performance, quality and price. <br> Beautiful metallic looking stoneware dish w...",cat,cat_5,64,0.5499999999999999,7.0,64
7276,B0002XUIF2,"Ethical Products 773826 Old World Antique Dish for Dogs, 5-Inch, Slate Blue",OLD WORLD ANTIQUE DOG DISH. Nice antique looking dish with <br> raised paw print design.. UPC : 077234069...,other,other_2,79,0.6937500000000001,2.0,75
7290,B0002Y1PQM,Magnador 6&quot; x 8&quot;,A proven magnetic two-way pet door provides come-and-go freedom. <br> 3 sizes. Easy installation. Made of...,cat,cat_2,33,0.5137333333333333,3.0,26
7293,B0002Y1NY6,Mutt Mats - Medium - 22&quot; x 28&quot; Assorted Colors,"A popular floor and crate throw made of heavy weight 100% <br> cotton, quilted to interwoven polyfill tha...",dog,dog_4,34,0.844775,4.0,56
7388,B0002YFAIQ,V.A.L. Syrup - 8 oz,nan,dog,dog_6,68,0.6628285714285714,7.0,19
7394,B0002YFB8A,Pet Ag KMR Milk Replacer Food Supplement for Kittens and Small Animals Liquid,"All natural, no preservatives, made in the USA. A complete food <br> source for orphaned or rejected kitt...",cat,cat_3,64,0.5727737704918031,61.0,77
7413,B0002YFBQM,Urinary Health Treat For Cats,PetsPrefer Urinary Health for Cats contains a unique blend <br> ofingredients that effectively support a ...,cat,cat_3,22,0.64065,4.0,29
7419,B0002YFQ3U,MFR BACKORDER 080615 Humilac Spray by Virbac (8 oz),"A dog training whistle can be an effective tool for teaching <br> your dog to follow your commands, such ...",rabbits and rodents,rabbits and rodents_3,25,0.5352372093023257,43.0,51
7425,B0002YFQP8,Kalaya Emu Oil Moisturizing Shampoo - Gallon,Contains 2% Emu oil. All-Natural - No Soap - No Detergent! Emu <br> Oil products help to keep the stratum...,dog,dog_0,38,0.7313937500000001,16.0,44
7440,B0002YFQQC,Kalaya Emu Oil Moisturizing Spray - Gallon,Contains 1% Emu oil. All-Natural - No Soap - No Detergent! Emu <br> Oil products help to keep the stratum...,dog,dog_2,2,0.6809357142857143,14.0,42
7462,B0002YFPPE,Mycodex Pearlescent - 12 oz,Premium grooming shampoo cleans and helps make coats manageable. <br> Leaves coats soft and lustrous. Dir...,dog,dog_1,41,0.7138714285714286,7.0,27
7469,B0002YFQTE,Scented Creme Rinse - Gallon,Increases manageability and aids in removal of mats and tangles. <br> Makes combing easier. Its long last...,dog,dog_3,8,0.8510111111111113,9.0,28
7484,B0002YFPPY,Kenic Sno-Flake White Dog Shampoo - 17 oz,"Sno-Flake Shampoo is formulated for the white and light coated <br> animal and may be used on dogs, cats ...",other,other_3,67,0.6756500000000001,2.0,41
7514,B0002YID7Q,"Tomlyn Hairball Remedy Gel for Cats, Maple Flavored,  2.5 oz",Laxatone is a smooth easy-to-use gel for the prevention and <br> removal of hairballs in cats and kittens...,cat,cat_3,20,0.604490909090909,11.0,60
7520,B0002YHV60,Pet Treat Cookbooks - Doggy Bone Cookbook,nan,other,other_3,56,0.33375,2.0,41
7544,B0002Z15TI,Lixit Ferret 32oz Water Bottle with Holder LBF32,"Lixit Ferret 32oz Water Bottle with Holder LBF32Bright, <br> beautiful packaging and bottle graphics. Del...",rabbits and rodents,rabbits and rodents_4,66,0.466075,4.0,48
7545,B0002Z15ZC,Lixit Glass Bird Water Bottle 5/16 in Tube 32oz GB32S,Lixit Glass Bird Water Bottle 5/16 in Tube 32oz GB32SFits most <br> cages. Easy to install. Quick-release...,rabbits and rodents,rabbits and rodents_2,6,0.1697999999999999,4.0,53
7555,B0002Z0NIC,Taylor R-0004-A Ph Indicator Refill .75 ounce,The taylor r-0004-a ph indicator solution is a Replacement <br> reagent for the taylor test kits. One bot...,other,other_3,65,0.2202,2.0,45
7562,B0002Z15OS,"Lixit Cbb-20 Critter Brite Crock, Assorted colors, 20 Oz",",Quick-Lock Carrier Crock,This high-density polystyrene crock <br> bowl features a quick lock atta...",rabbits and rodents,rabbits and rodents_3,6,0.3962,5.0,56
7566,B0002Z1656,"Lixit Corporation SLX0355 Small Animal Chew Guard and Bottle Holder, 8-Ounce",Licit chew guards protect water bottles against animal chewing. <br> Constructed heavy duty premium galva...,rabbits and rodents,rabbits and rodents_3,36,0.5227333333333334,12.0,76
7569,B0002Z167E,Lixit Trace Mineral Wheel in Bulk,Lixit Trace Mineral Wheel Brown 2in diameter mineral wheel with <br> small hole drilled in the middle. No...,rabbits and rodents,rabbits and rodents_6,37,0.23765,2.0,33
7582,B0002Z7TYI,Lifegard Aquatics 1/2-Inch Threaded Suction/Overflow Strainer,Custom installations are easier and safer with all parts <br> included in this convenient 1/2-inch Thread...,other,other_2,6,0.3528199999999999,5.0,61
7584,B0002Z7SJY,Perfecto Manufacturing Perfect-A-Strip Fluorescent Fixture Oak 24 Inch,Perfecto Fluorescent Perfect-a-Strip Light comes in Black and <br> Oak. No aquarium or terrarium is compl...,other,other_1,77,0.66395,4.0,70
7607,B0002Z7V3W,"Fluval Rubber Adapter for Ribbed Hosing, 304, 305, 404, 405 (2 Pieces)","The Fluval Rubber Adapter is a replacement part for the Fluval <br> Canister Filters 304/305, and 404/405...",fish,fish_3,59,0.3909236363636364,55.0,70
7609,B0002Z7V14,"A20041 Fluval Ceramic Shaft Assembly for Impellers with Straight Fan Blades, Fluval 104/105/204 and ...","The Fluval Ceramic Shaft Assembly is a replacement part for the <br> Fluval 104,105,204 and 205 series. T...",rabbits and rodents,rabbits and rodents_4,64,0.40535,16.0,103
7610,B0002Z7SV2,Marineland Perfecto Glass Canopy 28 Euro,&lt;h2&gt;Perfecto - PF GLASS CANOPY <br> 28EURO&lt;/h2&gt;&lt;p&gt;28 Gallon Euro &amp;#040;curved <br> glass...,fish,fish_1,13,0.7697761904761906,21.0,40
7620,B0002Z7UME,O-ring for Eheim 2213 and 2013 Canister Filters - Red,Replacement O-Ring for the Eheim 2213 and 2013 Red.,other,other_6,41,0.6016666666666667,3.0,53
