,asin,title,description,category,topic_name,bubble_color,bubble_size,clean_link,topic_rank
137,B00070F6VG,Flying Bird Cat Toy,"Flying Bird Cat Toy has a 4"" flying bird that will <br>attract any cat within seconds! Just flip on the <br>switch and watch the soft feathered bird fly. <br>Entertains them for hours. Even has a carpet <br>scratch pad on the plastic base for added <br>attraction. Requires one C battery - not included. <br>Sturdy, Safe, ...",cat,cat_5,0.386275,4,,51
81,B0002ARR7C,Our Pets Play-N-Squeak with Cheese,"Millions of OurPet's Play-N-Squeak products have <br>been sold because they provide realistic sound, <br>feed and action that continues to stimulate the <br>cat's preying instinct and does not get boring.",cat,cat_3,0.6696,1,,51
5430,B00E6VKH2U,Smart Mom Teething Bling Heart Pendant Necklace <br>(Pink Swirl),"We all know how much babies love to grab and chew. <br>For that reason, most moms dont wear jewelry when <br>their children are young. We are changing that! <br>Teething Bling is the original teething jewelry. <br>Made from the same FDA-approved material as most <br>teething toys, our pendants and bangles look great <br>...",other,other_0,0.5378000000000001,2,,52
6939,B00DRKC8X2,8' X 10' Ultimate Welded Wire Dog Kennel - Dog Run,K9 Kennel Stores 4' X 6' Pro Dog Kennels X4 <br>Multiple Dog Runs with full free standing stalls <br>can be set up in a short amount of time. These <br>kennels can be set up inside or outside and <br>require no other structure to be functional. This <br>line of kennels comes in most of our standard <br>kennel sizes.,dog,dog_5,-0.5597,1,,52
290,B000FZVOW8,Durango Bully Boys 12-Inch Beef Chews (Pack Of 24),"All natural beef chew. No preservatives. Fully <br>digestible. Promotes dental health. Only one <br>ingredient.,,",farm animals,farm animals_0,0.49,1,,52
65,B0006355V0,Kyjen Holiday Bell Collar &amp; Booties - Medium,"Medium Holiday Bell Collar with Booties,,",other,other_4,0.0,1,1.0,52
132,B0002APT36,Lee's The Ultimate Gravel Vac 25' Kit,"The Lee's Ultimate Gravel Vac makes maintaining a <br>healthy aquarium a breeze. Drain dirty water right <br>into the sink and refill the aquarium with ease. <br>No more heavy, messy, un-wieldy buckets.",fish,fish_2,0.2220909090909091,22,,52
93,B0002DGLRQ,Seachem Reef Strontium 600gram,Reef Strontium is intended to restore and maintain <br>strontium to levels found in natural seawater <br>without affecting pH. Strontium is utilized in the <br>same manner as calcium and holds a similar <br>importance in maintaining a vigorous level of <br>growth.Strontium occurs in natural seawater at a <br>concentration ...,rabbits and rodents,rabbits and rodents_4,0.9708,1,,52
52139,B01E5RKXDW,Buttercups treat,"Once there was a Labrador puppy named Buttercup. <br>She loved to play, she loved to go for walks, but <br>most of all she loved to chew on stuff. Anything <br>really, toys, fallen branches, rocks, and her <br>personal favorite, the garden hose. Her Dad <br>happened to own an organic meat company and he <br>decided to ...",dog,dog_0,0.9404,1,,52
386,B0006JLX8I,Seachem Discus Buffer 500gram,Discus Buffer helps to replicate the ideal Discus <br>environment (low pH &amp; low GH (General <br>Hardness)). Discus Buffer will lower pH and keep <br>it lowered. Discus Buffer also softens water by <br>precipitating calcium and magnesium. Use Discus <br>Trace to restore the proper level of trace <br>elements required ...,fish,fish_5,0.4788076923076923,13,,52
44,B0002568HM,Kaytee Chinchilla Bath Sand,Chinchilla Bath Sand is a revolutionary idea in <br>the care of chinchillas! Chinchilla Bath Sand is a <br>superior alternative to the traditional chinchilla <br>dust because its virtually dust free especially <br>when used with your Kaytee Chinchilla Bath House. <br>Bath sand is made from a 100-percent natural ...,rabbits and rodents,rabbits and rodents_2,0.4337710526315788,152,1.0,52
138,B0002DGN6K,Penn Plax (BA110) 7-Step Wooden Bird Ladder,"Wooden Bird Ladder. This is a 7 step ladder that <br>adds a classic feel to your bird's cage. Includes <br>metal hooks that make it easy to hang this ladder <br>on all wired bird cages.,,",bird,bird_1,0.299085,20,1.0,52
67,B000633KHG,"Jonny Cat Original Maximum Odor Control Scented <br>Clay Cat Litter Bag, 20-Pound","Our maximum odor eliminator starts working <br>immediately to provide dependable and long-lasting <br>odor control, leaving your home fresh and clean <br>around the clock. The Jonny Cat Original formula <br>contains highly absorbent clay that quickly locks <br>in moisture. Once the litter is exposed to <br>moisture it ...",cat,cat_1,0.419591304347826,23,1.0,52
9237,B01AIOKNPY,Penn Plax Warmtone LED Display Aquarium Heaters,"Penn Plax Warmtone Heaters are <br>submersible,durable, dependable anddouble sealed <br>to protect from water. They can be mounted <br>horizontal or vertical and have visible LED <br>temperature indicators. They come with a 6-foot <br>cord and can be used in fresh or salt water. This <br>heater can range from temperatures ...",fish,fish_0,-0.4024166666666666,6,1.0,52
45,B0002AR4RU,"Adams PENE-MITE Ear Mite Solution for Dogs, Cats <br>and Rabbits, 0.5 fl oz","Adams Pene-Mite,,",rabbits and rodents,rabbits and rodents_6,0.31245,2,1.0,52
653,B000EBMWAG,"Milk-Bone Grillin' Bites, Bacon Strips, 5.6-Ounce <br>Pouches (Pack Of 10)","Beef flavor. Add some sizzle to your dog's day! <br>Grillin' Bites Bacon Strips have the mouth- <br>watering taste of bacon that dogs love. Made with <br>real meat, these savory strips are the treat your <br>dog will look forward to every day. Feed as a <br>snack or treat.",dog,dog_2,0.8201,1,,52
775,B000N9AXAK,"Classic Products Stainless Steel Non-Skid Splash <br>Free Bowl, 1/2-Pint",The Classic Stainless Steel Non-Skid Splash Free <br>Bowls are great for traveling with your pet or for <br>home use.,cat,cat_6,0.974,1,1.0,52
14991,B00F0J9RMS,"Canny Collar for Dogs, Black - Be Sure to See <br>Measurement Photo and Sizing Chart!","Anti-pull dog collar. Offers a kind, safe and <br>effective way of stopping dogs pulling on walks. <br>Choice of 3 colors. Neck measurement Size 1: <br>9-11in, Size 2: 11-12.9in, Size 3: 12.9-14.9in, <br>Size 4: 14.9-16.9in, Size 5: 16.9-18.8in, Size 6: <br>18.8-20.8in, Size 7: 20.8-22.8in.",dog,dog_4,0.6032522727272724,44,,52
638,B00061UXGO,ProClear Aquatics Motorized 250 Gallon Protein <br>Skimmer,Features In Sump Operation. Plug-in and Go Venturi <br>Driven Spiral Air-Water Movement Inside Skimmer <br>Pump Included Counter-Current Design Promotes <br>Maximum Air-Water Contact Time Fixed Output (MPS <br>75 and MPS 150) Effluent Drain Hose Included <br>Removable Collection Cup With Fittings fro Remote <br>Drain-Off ...,rabbits and rodents,rabbits and rodents_3,0.6323000000000001,2,,52
1148,B0010B3AYQ,"Alpo Prime Cuts in Gravy Canned Dog Food, London <br>Grill, 13.2 oz","Purina Alpo Prime Cuts In Gravy Homestyle London <br>Grill Dog Food.Wholesome veggie accents.Tender, <br>meaty bites.100% complete & balanced.,Water <br>Sufficient For Processing, Chicken, Turkey, Meat <br>By-Products, Liver, Wheat Gluten, Soy Flour, <br>Carrots, Corn Starch-Modified, Potatoes, Green <br>Beans, Added ...",dog,dog_6,0.8516,1,,52
316,B000VUPDN8,Cat Winte Fuzzy Sweater Small,"Fuzzy Sweater is designed just for cats. This is a <br>soft, fuzzy, turtleneck pullover sweater in a <br>comfy, easy-to-dress style. The stretchable design <br>allows cats to move comfortably while the sweater <br>stays secure. Great for cats with thin or no coat. <br>------,,",cat,cat_5,0.8559,1,,52
3025,B004LY5QW8,Santa Fe Parrot Cage Rainforest - Bird Cage,"The Rainforest Santa Fe bird cage is a extreemly <br>high quality large cage Its is suitable for birds <br>like budgies, cockatiels, smaller conures and <br>Parakeets Complete with wheels for easy movement <br>Perches and stainless steel feeders, large front <br>opening door, and open top, stand included This <br>cage is ...",bird,bird_0,0.9824,1,0.0,52
20,B0002A5XF0,Seachem Reef Status Strontium Test Kit,"The first and only 10 minute strontium test! The <br>test involves separation of strontium from the <br>sample by a highly selective extraction technique, <br>followed by a sensitive titration in 0.5 mg/L <br>increments. Each kit runs 50 tests.,,",rabbits and rodents,rabbits and rodents_1,-0.3237,8,,52
738,B000F2TPFE,"Catswell Happy Hips Chicken Cat Treats, 4-Ounce <br>Pouches (Pack Of 10)","Premium cat treats with Glucosamine and <br>Chondroitin. Helps maintain healthy joints. Made <br>with all natural chicken breast. For adult cats. <br>With Vitamin E, an antioxidant. For a happy, <br>healthy life, life every cat needs healthy joints. <br>That's where Catswell Happy Hips comes in. Made <br>with ...",cat,cat_4,0.8056333333333333,3,0.0,52
5540,B0020ML0PA,Vet's Best Hot Spot Shampoo,"Hot Spot Shampoo for dogs and cats is a natural, <br>medicated shampoo with Tea Tree Oil. Provides fast <br>relief from itching caused by flea allergy <br>dermatitis and pollen allergies while it soothes, <br>heals and conditions. Relieves ""hot spots,"" and <br>raw, red, inflamed skin.",dog,dog_3,0.3574666666666666,3,,52
11199,B00GS87RKE,Hartz 88538 At Play Gone Fishin Cat Toy Assorted <br>Colors,"Hartz 88538 At Play Gone Fishin Cat Toy Assorted <br>Colors,Statements regarding dietary supplements <br>have not been evaluated by the FDA and are not <br>intended to diagnose, treat, cure, or prevent any <br>disease or health condition.",cat,cat_0,0.7918833333333334,6,,52
74,B0002ARP0Q,"Marshall Ferret Leisure Lounge, Colors may Vary","Your ferret will love taking naps in the Marshall <br>leisure lounge. Measuring in at 16-inchw x <br>22-inchl, the leisure lounge is larger than most <br>traditional cage hammocks.",rabbits and rodents,rabbits and rodents_5,0.5185,32,1.0,52
2897,B003IC3KU4,Seasons Buzzing Bee Dog Costume,,dog,dog_1,-0.06564,5,1.0,52
65,B0002ARJJS,"Polly's Hardwood Arch Swing for Birds, X-Large",Polly's Hardwood Arch Swing Extra Large. Some <br>birds enjoy swinging forward and back while others <br>will twist this swing and hold on while it <br>unrolls. Made in the USA.,bird,bird_2,0.46709,10,1.0,52
93,B0002AQM28,"Glo Marine-Glo T8 Fluorescent Aquarium Bulb, <br>30-Watt, 36-Inch",The Marine-Glo T8 is a linear fluorescent 30-watt <br>an 970 lumen aquarium bulb. Delivers a powerful <br>actinic blue light emission that is essential for <br>all saltwater aquariums. The bulb emits an ideal <br>blue light that highlights the fluorescent colors <br>in corals and other photosynthetic invertebrates <br>as ...,fish,fish_1,0.67595,2,1.0,52
71,B0002DGJ1Y,"Alkaline Buffer, 4 kg / 8.8 lbs","Alkaline Buffer is a non-phosphate buffer to raise <br>pH and buffer with Acid Buffer. These buffers are <br>designed for the planted aquarium or for very hard <br>water where phosphate buffers may pose an algae or <br>cloudiness problem. Alkaline Buffer raises pH and <br>buffers between 7.2 and 8.5. It is gentle, ...",fish,fish_4,0.0178,2,1.0,52
1298,B005OCX4FC,Energy Savers Unlimited EN70025 2 oz Rzilla <br>Gutload Cricket Food,"Much of reptile nutrition comes from the gut load <br>of the crickets, mealworms and king mealies they <br>eat. The problem: a captive insects sparse diet <br>cant match the complete nutrition of their wild <br>counterparts. Gut Load was created to prefill each <br>insect with vital carbohydrates, calcium, calories <br>...",amphibians and reptiles,amphibians and reptiles_0,0.4404,1,,52
332,B000IOGNYK,"Fat Cat Kitty Hoots 6 Piece Chuck the Cat's Action <br>Adventure Cat Pack, Colors Vary","You'd never know it by looking at her, but our <br>Chuck the Cat is one for adventure. Forget those <br>television dramas or rented movie you forgot to <br>return Chuck the Cat's Action Adventure Cat Toy <br>Pack will keep you and your cat entertained for <br>hours. This assortment of Chuck's favorite toys <br>will get ...",cat,cat_2,0.8800800000000001,5,1.0,52
383,B0002HBLTA,Lafeber Bird Vitamins,Birds are sensitive beings and can sometimes react <br>to the slightest disruption by not eating. Not <br>eating is a concern in any animal. But birds are <br>especially vulnerable because there's an immediate <br>effect on their metabolism. Every passing hour can <br>be crucial. That is why it is important to add ...,bird,bird_6,0.6280080000000001,25,1.0,52
88,B0006JLOGY,Fluval Impeller Well Insert for Canister Filter,"This impeller well insert is used for Fluval 304, <br>305, 404, 405 canister filters. Measures 1/5-inch <br>length by 3-1/5-inch width by 5-4/5-inch height.,,",other,other_3,0.0,1,,52
92,B0002APVAW,Lee's 70/90 Premium Undrgravel Filter 18-Inch by <br>48-Inch,Lee's Premium Undergravel Filters have a multi- <br>level plate design made of special quality plastic <br>which resists splitting or cracking,fish,fish_3,0.4272118644067796,59,1.0,52
26,B0002ASB90,"All Glass Aquarium AAG55054 Pine Cabinet, 54ct",These quality pine stands and canopies are <br>constructed entirely of solid wood. Each stand and <br>Canopy is stained and finished with a <br>waterproofing sealer that will protect them from <br>splashes and other water damage. Canopies are <br>available with Full length doors that allow easy <br>access to the aquarium ...,other,other_6,0.070625,4,,52
403,B0009YF3GI,"Petmate Le Bistro 5-Pound Feeding and 1-Gallon <br>Watering System with Microban, Black","The Petmate LeBistro Feeding and Watering System <br>is made with Microban that fights bacteria, mold <br>and mildew. The small size feeder holds 5 pounds <br>of dry food and the waterer hold 1 gallon of water <br>and is perfect for smaller size dog breeds or <br>cats. The LeBisto feeding and watering system has <br>food ...",cat,cat_3,0.4340916666666666,12,1.0,52
11282,B00GXF0E02,Laurel Burch Three in One Cosmetic Bag Set,"Organize cosmetics and other small items in style <br>inside this set of three accessory bags from <br>Laurel Burch. The Laurel Burch Three in One <br>Cosmetic Bag Set is made from durable cotton <br>canvas and includes one large, one medium, and one <br>small zip top case. Each bag is detailed with a <br>colorful allover ...",cat,cat_0,0.7833,6,1.0,53
30,B0002ATD24,Pen Plax OJ2 Action Air Dinosaur,The Action Air Dinosaur is a heavy weighted <br>ornament with real underwater action. Incredibly <br>detailed. Safe for salt or fresh water. All you <br>need to add is an air source and air hose to have <br>a great looking tank : 6Width: 6Depth: 6.,other,other_6,0.8835333333333333,3,,53
122,B0009YF2LO,"Seio super Flow Aqua Pump, 1100-Gallon Per Hour",The Seio Super Flow Pump is the latest addition to <br>the Rio family of professional grade water pumps. <br>These pumps are the next generation in water <br>circulation designed to create high water flow <br>quietly and effectively. Water circulation is your <br>life support for an aquatic system. Its patented <br>design ...,rabbits and rodents,rabbits and rodents_6,0.7393000000000001,2,,53
596,B0009XBQLA,Aquari-Yums Cat Treats Salmon &amp; Shrimp Flavors,"* Is your cat fishing for a yummy treat?  * These <br>moist cat treats feature tasty, colorful and fun <br>shapes your kitty will love",cat,cat_4,0.6808,1,1.0,53
95,B0002APYD6,"Penn-Plax&reg; Aquarium Plant Anchors, 12pk",These Aquarium anchors wrap around real and <br>artificial aquarium plants to keep them in place. <br>Safe and non-toxic. 12 anchors are included in <br>package. Penn Plax Inc. has been in the business <br>of making quality and innovative pet products for <br>over 50 years.,fish,fish_3,0.2641818181818182,88,,53
